name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,170045,51.8,28
Sanders,"Bernard ""Bernie""",152379,46.42,27
Uncommitted,,4871,1.48,16
Guerra,"Roque ""Rocky"" De La Fuente",960,0.29,0
Total,,328255,100.0,71
Total,,328255,100.0,71
Total,,328255,100.0,71
Total,,328255,100.0,71
Total,,328255,100.0,71
