name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,777,59.54,4
Sanders,"Bernard ""Bernie""",528,40.46,3
Total,,1305,100.0,12
Total,,1305,100.0,12
Total,,1305,100.0,12
abstention,,-99,,0
Uncommitted,,-99,,5
Uncommitted,,-99,,5
