name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,504741,64.29,62
Sanders,"Bernard ""Bernie""",276370,35.2,33
O'Malley,Martin Joseph,3930,0.5,0
Total,,785041,100.0,108
Total,,785041,100.0,108
Total,,785041,100.0,108
Uncommitted,,-99,,13
Uncommitted,,-99,,13
