name,other_name,votes,percentage,delegates
Uncommitted,,1063,65.33,5
Cruz,"Rafael Edward ""Ted""",191,11.74,1
Rubio,Marco A.,161,9.9,2
Carson,"Benjamin Solomon ""Ben"", Sr.",108,6.64,0
Trump,"Donald John, Sr.",104,6.39,1
Total,,1627,100.0,9
Total,,1627,100.0,9
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
