name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",72846,58.98,41
Clinton,Hillary Diane Rodham,49789,40.31,25
Uncommitted,,822,0.67,12
(scattering),Others,51,0.04,0
Total,,123508,100.0,78
Total,,123508,100.0,78
Total,,123508,100.0,78
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
