name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",554522,59.21,89
Kasich,John Richard,231166,24.68,6
Cruz,"Rafael Edward ""Ted""",136083,14.53,0
(scattering),Blank & Void,14756,1.58,0
Total,,936527,100.0,95
Total,,936527,100.0,95
Total,,936527,100.0,95
Total,,936527,100.0,95
