name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,696681,56.12,81
Sanders,"Bernard ""Bernie""",535395,43.13,62
Guerra,"Roque ""Rocky"" De La Fuente",9402,0.76,0
Total,,1241478,100.0,160
Total,,1241478,100.0,160
Total,,1241478,100.0,160
Uncommitted,,-99,,17
Uncommitted,,-99,,17
