name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,606822,49.73,46
Sanders,"Bernard ""Bernie""",589803,48.33,45
Preference,No,8090,0.66,0
(scattering),Others,4927,0.4,0
O'Malley,Martin Joseph,4783,0.39,0
(scattering),Blank Votes,4326,0.35,0
Guerra,"Roque ""Rocky"" De La Fuente",1545,0.13,0
Total,,1220296,100.0,115
Total,,1220296,100.0,115
Total,,1220296,100.0,115
abstention,,-99,,0
Uncommitted,,-99,,24
Uncommitted,,-99,,24
