name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",240882,32.51,50
Rubio,Marco A.,166565,22.48,0
Cruz,"Rafael Edward ""Ted""",165417,22.33,0
Bush,"John Ellis ""Jeb""",58056,7.84,0
Kasich,John Richard,56410,7.61,0
Carson,"Benjamin Solomon ""Ben"", Sr.",53551,7.23,0
Total,,740881,100.0,50
Total,,740881,100.0,50
Total,,740881,100.0,50
