name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",65156,51.56,11
Clinton,Hillary Diane Rodham,55805,44.16,10
Preference,No,5415,4.28,0
Total,,126376,100.0,27
Total,,126376,100.0,27
Total,,126376,100.0,27
abstention,,-99,,0
Uncommitted,,-99,,6
Uncommitted,,-99,,6
