name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",174228,51.88,21
Clinton,Hillary Diane Rodham,139443,41.52,17
O'Malley,Martin Joseph,7672,2.28,0
Judd,Keith Russell,4386,1.31,0
Steinberg,Michael Alan,4171,1.24,0
Locke,Star,3458,1.03,0
Guerra,"Roque ""Rocky"" De La Fuente",2485,0.74,0
Total,,335843,100.0,42
Total,,335843,100.0,42
Total,,335843,100.0,42
Uncommitted,,-99,,4
Uncommitted,,-99,,4
