name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,0,49.84,23
Sanders,"Bernard ""Bernie""",0,49.59,21
O'Malley,Martin Joseph,0,0.54,0
Uncommitted,,0,0.03,7
Total,,0,100.0,51
Total,,0,100.0,51
Total,,0,100.0,51
Total,,0,100.0,51
Total,,0,100.0,51
