name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",26429,67.73,23
Clinton,Hillary Diane Rodham,12593,32.27,10
Total,,39022,100.0,37
Total,,39022,100.0,37
Total,,39022,100.0,37
Uncommitted,,-99,,4
Uncommitted,,-99,,4
