name,other_name,votes,percentage,delegates
Obama,Barack Hussein,11625,61.15,8
Clinton,Hillary Rodham,6948,36.55,5
Edwards,John Reid,283,1.49,0
Kucinich,Dennis J.,72,0.38,0
Others,,53,0.28,0
Gravel,Mike,31,0.16,0
Uncommitted,,,,8
(not voting),,,,0
