name,other_name,votes,percentage,delegates
Huckabee,"Michael Dale ""Mike""",11627,59.58,36
McCain,"John Sidney, III",4587,23.5,0
Paul,"Ronald Ernest ""Ron""",2182,11.18,0
Romney,Mitt,653,3.35,0
Keyes,Alan L.,288,1.48,0
Uncommitted,,84,0.43,3
Thompson,Fred Dalton,61,0.31,0
Giuliani,Rudolph William,34,0.17,0
