name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",383085,74.01,0
Huckabee,"Michael Dale ""Mike""",63018,12.18,0
Paul,"Ronald Ernest ""Ron""",37260,7.2,0
No Preference,,20624,3.98,0
Keyes,Alan L.,13596,2.63,0
Uncommitted,,,,0
(available),,,,69
(not voting),,,,0
