name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",105,91.3,0
Huckabee,"Michael Dale ""Mike""",5,4.35,0
Paul,"Ronald Ernest ""Ron""",5,4.35,0
Uncommitted,,,,9
