name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",28417,71.32,17
Huckabee,"Michael Dale ""Mike""",5698,14.3,0
Paul,"Ronald Ernest ""Ron""",2635,6.61,0
Romney,Mitt,1809,4.54,0
Giuliani,Rudolph William,931,2.34,0
Write-in,,353,0.89,0
