name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",194053,32.95,58
Huckabee,"Michael Dale ""Mike""",185642,31.53,0
Romney,Mitt,172329,29.27,0
Paul,"Ronald Ernest ""Ron""",26464,4.49,0
Giuliani,Rudolph William,3593,0.61,0
Thompson,Fred Dalton,3102,0.53,0
Uncommitted,,2097,0.36,0
Keyes,Alan L.,892,0.15,0
Hunter,Duncan,307,0.05,0
Wiles,Virgil L. R.,124,0.02,0
Tancredo,"Thomas Gerald ""Tom""",107,0.02,0
Gilbert,Daniel Ayers,88,0.01,0
Cort,"Hugh, III",46,0.01,0
