name,other_name,votes,percentage,delegates
Romney,Mitt,625,38.39,25
Paul,"Ronald Ernest ""Ron""",400,24.57,0
McCain,"John Sidney, III",358,21.99,0
Huckabee,"Michael Dale ""Mike""",245,15.05,0
