name,other_name,votes,percentage,delegates
Obama,Barack Hussein,27172,73.99,23
Clinton,Hillary Rodham,9462,25.77,9
Edwards,John Reid,53,0.14,0
Kucinich,Dennis J.,35,0.1,0
Richardson,"William B. ""Bill"", III",1,0.0,0
Uncommitted,,,,9
(not voting),,,,0
