name,other_name,votes,percentage,delegates
Romney,Mitt,264956,89.49,36
McCain,"John Sidney, III",15931,5.38,0
Paul,"Ronald Ernest ""Ron""",8846,2.99,0
Huckabee,"Michael Dale ""Mike""",4252,1.44,0
Giuliani,Rudolph William,988,0.33,0
Thompson,Fred Dalton,613,0.21,0
Keyes,Alan L.,261,0.09,0
Hunter,Duncan,211,0.07,0
Tancredo,"Thomas Gerald ""Tom""",3,0.0,0
