name,other_name,votes,percentage,delegates
Bush,George W.,211439,56,31
McCain,John,135981,36,0
Keyes,Alan,25020,7,0
Forbes,Steve,1678,0,0
Bauer,Gary,1328,0,0
Hatch,Orrin,588,0,0
