name,other_name,votes,percentage,delegates
Bush,George W.,1571,36,23
Forbes,Steve,1566,36,0
McCain,John,412,10,0
Keyes,Alan,411,9,0
Bauer,Gary,207,5,0
Hatch,Orrin,163,4,0
