name,other_name,votes,percentage,delegates
Bush,George W.,87375,94,14
McCain,John,4903,5,0
Forbes,Steve,210,0,0
Write-In,,178,0,0
Keyes,Alan,49,0,0
Bauer,Gary,34,0,0
