name,other_name,votes,percentage,delegates
Bush,George W.,35384,41,0
Forbes,Steve,26338,30,0
Keyes,Alan,12329,14,0
Bauer,Gary,7367,9,0
McCain,John,4053,5,0
Hatch,Orrin,888,1,0
Uncommitted,,,,25
