name,other_name,votes,percentage,delegates
Bush,George W.,343292,69,37
McCain,John,89684,18,0
Keyes,Alan,48919,10,0
Forbes,Steve,5505,1,0
Uncommitted,,3452,1,0
Bauer,Gary,1813,0,0
Hatch,Orrin,1712,0,0
Scattering,,1392,0,0
