name,other_name,votes,percentage,delegates
Bush,George W.,275366,58,35
McCain,John,167831,35,0
Keyes,Alan,27282,6,0
Forbes,Steve,2044,0,0
Uncommitted,,1345,0,0
Bauer,Gary,1038,0,0
Hatch,Orrin,363,0,0
Hornung,Lawrence,94,0,0
