name,other_name,votes,percentage,delegates
Bush,George W.,15250,51,12
McCain,John,7638,25,0
Forbes,Steve,5883,20,0
Keyes,Alan,1148,4,0
Bauer,Gary,120,0,0
Hatch,Orrin,21,0,0
