name,other_name,votes,percentage,delegates
Bush,George W.,430480,67,54
McCain,John,179046,28,0
Keyes,Alan,29640,5,0
Bauer,Gary,1962,0,0
Forbes,Steve,1647,0,0
Hatch,Orrin,413,0,0
