name,other_name,votes,percentage,delegates
Bush,George W.,1725162,61,162
McCain,John,988706,35,0
Keyes,Alan,112747,4,0
Forbes,Steve,8449,0,0
Bauer,Gary,6860,0,0
Hatch,Orrin,5997,0,0
