name,other_name,votes,percentage,delegates
Bush,George W.,516161,74,80
McCain,John,139397,20,0
Keyes,Alan,32343,5,0
Forbes,Steve,6552,1,0
Bauer,Gary,3493,0,0
Hatch,Orrin,1371,0,0
