name,other_name,votes,percentage,delegates
Bush,George W.,49308,51,14
McCain,John,42510,44,0
Keyes,Alan,2989,3,0
Uncommitted,,1038,1,0
Forbes,Steve,455,0,0
Bauer,Gary,324,0,0
