name,other_name,votes,percentage,delegates
McCain,John,115606,49,10
Bush,George W.,72330,30,5
Uncommitted,,,,0
Forbes,Steve,30166,13,2
Keyes,Alan,15179,6,0
others,,3122,1,0
Bauer,Gary,1640,1,0
Hatch,Orrin,163,0,0
