name,other_name,votes,percentage,delegates
McCain,John,21754,60,14
Bush,George W.,13170,36,0
Keyes,Alan,923,3,0
Uncommitted,,114,0,0
Forbes,Steve,89,0,0
Bauer,Gary,35,0,0
Hatch,Orrin,35,0,0
