name,other_name,votes,percentage,delegates
Gore,Al,182403,72,27
Bradley,Bill,46710,18,3
Uncommitted,,,,12
McDonald,Angus Wheeler,19374,8,0
LaRouche,Lyndon,4823,2,0
abstentions,,,,0
