name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",598943,49.68,67
Clinton,Hillary Diane Rodham,581775,48.26,63
Uncommitted,,21601,1.79,17
O'Malley,Martin Joseph,2363,0.2,0
Guerra,"Roque ""Rocky"" De La Fuente",870,0.07,0
Total,,1205552,100.0,147
Total,,1205552,100.0,147
Total,,1205552,100.0,147
Total,,1205552,100.0,147
Total,,1205552,100.0,147
