name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",19135,72.72,74
Clinton,Hillary Diane Rodham,7136,27.12,27
Uncommitted,,43,0.16,17
(scattering),Others,0,0.0,0
Total,,26314,100.0,118
Total,,26314,100.0,118
Total,,26314,100.0,118
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
