name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",360212,80.41,51
Kasich,John Richard,59866,13.36,0
Cruz,"Rafael Edward ""Ted""",27874,6.22,0
Total,,447952,100.0,51
Total,,447952,100.0,51
Total,,447952,100.0,51
