name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",39221,62.92,12
Kasich,John Richard,14963,24.01,5
Cruz,"Rafael Edward ""Ted""",6416,10.29,2
(scattering),Under votes,705,1.13,0
Uncommitted,,417,0.67,0
Rubio,Marco A.,382,0.61,0
(scattering),Write-in,215,0.34,0
(scattering),Over votes,12,0.02,0
Total,,62331,100.0,19
Total,,62331,100.0,19
Total,,62331,100.0,19
Total,,62331,100.0,19
Total,,62331,100.0,19
