name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,146057,66.08,22
Sanders,"Bernard ""Bernie""",66236,29.97,10
O'Malley,Martin Joseph,2785,1.26,0
Wolfe,John,2556,1.16,0
Valentine,James,1702,0.77,0
Guerra,"Roque ""Rocky"" De La Fuente",1684,0.76,0
Total,,221020,100.0,37
Total,,221020,100.0,37
Total,,221020,100.0,37
Uncommitted,,-99,,5
Uncommitted,,-99,,5
