name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,545674,71.3,73
Sanders,"Bernard ""Bernie""",215797,28.2,29
O'Malley,Martin Joseph,2129,0.28,0
Steinberg,Michael Alan,1766,0.23,0
Total,,765366,100.0,117
Total,,765366,100.0,117
Total,,765366,100.0,117
abstention,,-99,,0
Uncommitted,,-99,,15
Uncommitted,,-99,,15
