name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",253,64.21,13
Clinton,Hillary Diane Rodham,101,25.63,5
Uncommitted,,40,10.15,5
Total,,394,100.0,23
Total,,394,100.0,23
Total,,394,100.0,23
abstention,,-99,,0
abstention,,-99,,0
abstention,,-99,,0
