name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",252748,64.16,18
Cruz,"Rafael Edward ""Ted""",65513,16.63,5
Kasich,John Richard,62248,15.8,5
(scattering),Write-in,13411,3.4,0
Total,,393920,100.0,28
Total,,393920,100.0,28
Total,,393920,100.0,28
Total,,393920,100.0,28
Total,,393920,100.0,28
