name,other_name,votes,percentage,delegates
Cruz,"Rafael Edward ""Ted""",8369,36.37,12
Trump,"Donald John, Sr.",7740,33.64,11
Rubio,Marco A.,3488,15.16,5
Carson,"Benjamin Solomon ""Ben"", Sr.",2492,10.83,0
Kasich,John Richard,918,3.99,0
(scattering),Others,3,0.01,0
Total,,23010,100.0,28
Total,,23010,100.0,28
Total,,23010,100.0,28
Total,,23010,100.0,28
Total,,23010,100.0,28
