name,other_name,votes,percentage,delegates
Clinton,Hillary Diane Rodham,1326,87.12,7
Sanders,"Bernard ""Bernie""",196,12.88,0
Total,,1522,100.0,12
Total,,1522,100.0,12
Uncommitted,,-99,,5
Uncommitted,,-99,,5
