name,other_name,votes,percentage,delegates
Sanders,"Bernard ""Bernie""",23521,69.72,17
Clinton,Hillary Diane Rodham,10126,30.02,8
Uncommitted,,48,0.14,9
(scattering),Spoiled,16,0.05,0
Guerra,"Roque ""Rocky"" De La Fuente",12,0.04,0
O'Malley,Martin Joseph,6,0.02,0
(scattering),Blank,5,0.01,0
Total,,33734,100.0,34
Total,,33734,100.0,34
Total,,33734,100.0,34
Total,,33734,100.0,34
Total,,33734,100.0,34
