name,other_name,votes,percentage,delegates
Trump,"Donald John, Sr.",42472,60.77,16
Kasich,John Richard,14225,20.35,0
Cruz,"Rafael Edward ""Ted""",11110,15.9,0
Carson,"Benjamin Solomon ""Ben"", Sr.",885,1.27,0
Rubio,Marco A.,622,0.89,0
Bush,"John Ellis ""Jeb""",578,0.83,0
Total,,69892,100.0,16
Total,,69892,100.0,16
Total,,69892,100.0,16
