name,other_name,votes,percentage,delegates
Obama,Barack Hussein,2079,59.43,15
Clinton,Hillary Rodham,1397,39.94,9
Uncommitted,,18,0.51,8
Others,,4,0.11,0
Edwards,John Reid,,,0
