name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",224755,54.74,34
Huckabee,"Michael Dale ""Mike""",151707,36.95,6
Paul,"Ronald Ernest ""Ron""",19090,4.65,0
Romney,Mitt,8080,1.97,0
Thompson,Fred Dalton,2709,0.66,0
Giuliani,Rudolph William,1935,0.47,0
Uninstructed,,850,0.21,0
Hunter,Duncan,799,0.19,0
Scattering,,497,0.12,0
Tancredo,"Thomas Gerald ""Tom""",185,0.05,0
