name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",142918,72.26,42
Huckabee,"Michael Dale ""Mike""",16388,8.29,0
Paul,"Ronald Ernest ""Ron""",13427,6.79,0
Uncommitted,,10755,5.44,3
Romney,Mitt,9206,4.65,0
Giuliani,Rudolph William,3055,1.54,0
Keyes,Alan L.,2044,1.03,0
