name,other_name,votes,percentage,delegates
Obama,Barack Hussein,74538,56.72,14
Clinton,Hillary Rodham,51333,39.07,9
Edwards,John Reid,3758,2.86,0
Richardson,"William B. ""Bill"", III",549,0.42,0
Biden,"Joseph Robinette ""Joe"", Jr.",462,0.35,0
Kucinich,Dennis J.,408,0.31,0
Gravel,Mike,166,0.13,0
Dodd,"Christopher J. ""Chris""",117,0.09,0
Lynch,Frank,72,0.05,0
Uncommitted,,,,6
(not voting),,,,0
