name,other_name,votes,percentage,delegates
McCain,"John Sidney, III",313459,55.36,52
Romney,Mitt,160388,28.33,0
Huckabee,"Michael Dale ""Mike""",46284,8.17,0
Paul,"Ronald Ernest ""Ron""",27301,4.82,0
Giuliani,Rudolph William,15516,2.74,0
Thompson,Fred Dalton,3253,0.57,0
