name,other_name,votes,percentage,delegates
Romney,Mitt,22646,51.1,0
Paul,"Ronald Ernest ""Ron""",6084,13.73,0
McCain,"John Sidney, III",5650,12.75,0
Huckabee,"Michael Dale ""Mike""",3616,8.16,0
Thompson,Fred Dalton,3519,7.94,0
Giuliani,Rudolph William,1910,4.31,0
Hunter,Duncan,890,2.01,0
Tancredo,"Thomas Gerald ""Tom""",,,0
Uncommitted,,,,34
