name,other_name,votes,percentage,delegates
Romney,Mitt,338316,38.92,20
McCain,"John Sidney, III",257985,29.68,7
Huckabee,"Michael Dale ""Mike""",139764,16.08,3
Paul,"Ronald Ernest ""Ron""",54475,6.27,0
Thompson,Fred Dalton,32159,3.7,0
Giuliani,Rudolph William,24725,2.84,0
Uncommitted,,18118,2.08,0
Hunter,Duncan,2819,0.32,0
Tancredo,"Thomas Gerald ""Tom""",457,0.05,0
Brownback,Samuel Dale,351,0.04,0
